政治不信;せいじふしん;/(n) (public) distrust of politics/loss of faith in politics (politicians)/estrangement from politics/
不審尋問;ふしんじんもん;/(n,vs) police questioning (of a suspicious person)/
一杯一杯;いっぱいいっぱい;/(adj-na,n-adv,n) 1 one cup after another/cup by cup/2 to the limit/to the fullest extent/absolutely the limit/the best one can do/be breaking even/
春花秋月;しゅんかしゅうげつ;/(n) spring flowers and the autumn moon/beauty of nature as it changes from season to season/
万葉仮名;まんようがな;/(n) early Japanese syllabary composed of Chinese characters used phonetically/
一杯機嫌;いっぱいきげん;/(n,adj-no) be a little drunk/be tipsy/
存在意義;そんざいいぎ;/(n) meaning of life/meaning of one's existence/
善意銀行;ぜんいぎんこう;/(n) center for collecting charitable contributions (money, goods, and/or services) and distributing them to people in need/
怠業戦術;たいぎょうせんじゅつ;/(n) slowdown strategy/go-slow tactics (of workers in a labor dispute)/
婉曲迂遠;えんきょくうえん;/(n,adj-na) euphemistic and circumlocutory/roundabout and circuitous/
意見具申;いけんぐしん;/(n,vs) offering one's opinion (to someone on something)/
戦意高揚;せんいこうよう;/(n) raising one's (the soldiers') fighting spirit/
媚眼秋波;びがんしゅうは;/(n) casting a coquettish (an amorous) glance (at a man)/
引責辞任;いんせきじにん;/(n,vs) take responsibility by resigning/resign to take the blame/resign after accepting responsibility/
劣弱意識;れつじゃくいしき;/(n) inferiority complex/a sense of inferiority/
苦手意識;にがていしき;/(n) awareness that somebody (something) is (will be) hard to deal with/awareness that one is not good at something/
仲間意識;なかまいしき;/(n) feeling of fellowship/sense of camaraderie/peer consciousness/
選民意識;せんみんいしき;/(n) sense of being the chosen people/
使命意識;しめいいしき;/(n) sense of (one's) mission/awareness of one's duty (calling)/
身分意識;みぶんいしき;/(n) status consciousness/perception of one's social status/
意識転換;いしきてんかん;"/(n,vs) change in mentality/changing one's way of thinking; adjusting psychologically to shifting circumstances/"
意識変革;いしきへんかく;/(n,vs) radical change in mentality/radically changing one's way of thinking/radical change in consciousness/
学閥意識;がくばついしき;/(n) strong feelings of loyalty to one's old school/the old school tie/
意識不明;いしきふめい;/(n) unconscious/senseless/in a coma/
贖罪意識;しょくざいいしき;/(n) a sense of atonement/
玉砕主義;ぎょくさいしゅぎ;/(n) the principle (ideology) of honorable death and no surrender/
春秋戦国;しゅんじゅうせんごく;/(n) the Spring and Autumn period and the Warring States period (Chinese history)/
注意人物;ちゅういじんぶつ;/(n) marked person/blacklisted person/dangerous (suspicious) character/
無為無聊;むいぶりょう;/(adj-na,adj-no,n) boredom/ennui/tedium/wearisomeness/
神武以来;じんむいらい;/(jinmuirai/jinmukonokata) (adv-no,n-adv,n-t) since the era of the Emperor Jinmu/(first ever) since the dawn of Japan's history/unprecedented/
無縁墓地;むえんぼち;/(n) cemetery for those who died leaving no relatives to tend the graves/potter's field/
無益有害;むえきゆうがい;/(n,adj-na) useless and harmful/
無学無知;むがくむち;/(n,adj-na) illiterate and ignorant/
純粋無垢;じゅんすいむく;/(n,adj-na) pure and innocent/immaculate/
無垢清浄;むくせいじょう;/(n,adj-na) pure and innocent/immaculate/
神武景気;じんむけいき;/(n) the economic boom of the mid-1950s/
夢幻泡沫;むげんほうまつ;/(n) transient/ephemeral/fleeting/evanescent/
無策無為;むさくむい;"/(n) donothingism/do-nothing, plan-nothing (government, etc.); being an idle onlooker taking no steps to meet the situation/"
公正無私;こうせいむし;/(n,adj-na) fair and impartial/just and unselfish/
御邪魔虫;おじゃまむし;/(n) someone who gets in the way without serving any useful purpose/fly in the ointment/buttinsky/third wheel/
三無主義;さんむしゅぎ;"/(n) the ""three no principle"" of no drive (indolence), no interest (indifference), and no sense of responsibility (irresponsibility), the term describing the temperament of the Japanese youth of the 1970s/"
前後矛盾;ぜんごむじゅん;/(n,vs) self-contradiction/self-inconsistency/
火宅無常;かたくむじょう;/(exp,n) This world is uncertain (cruel) like a burning house/
怪力無双;かいりきむそう;/(n,adj-no) (a person of) unrivaled physical strength/
遺恨十年;いこんじゅうねん;/(n,adv) grudge of ten years' standing/harboring a grudge for many years/
難問山積;なんもんさんせき;/(n) mountain (pile) of difficult problems/
三割自治;さんわりじち;"/(n) the ""thirty-percent autonomy"" of local governments/"
先祖代々;せんぞだいだい;/(adj-no,n-adv) ancestral/hereditary/generation after generation/
貫禄十分;かんろくじゅうぶん;/(adj-na,adj-no,n) having great (impressive, commanding) presence/having an air of importance/having enough gravity for (a position)/
衆目一致;しゅうもくいっち;/(exp,n) The consensus of opinion is that .../It is widely agreed (admitted) that.../
落人伝説;おちゅうどでんせつ;/(n) legend concerning a fugitive clan/
喪中欠礼;もちゅうけつれい;/(exp,n) refraining from offering the (New Year's) greetings during the period of mourning/
鳩首密議;きゅうしゅみつぎ;/(n,vs) going into a huddle (over)/holding secret (closed-door) conference (about)/laying heads together in secret consultation/
永久欠番;えいきゅうけつばん;/(n) retired (uniform) number/
忠義一途;ちゅうぎいちず;/(n,adj-na) staunch (steadfast, singlehearted) in one's devotion to his master (lord)/
学士入学;がくしにゅうがく;/(n) admission of university graduates to an undergraduate program/
柔軟思考;じゅうなんしこう;/(n) a flexible way of thinking/
世間周知;せけんしゅうち;/(n) (a matter of) common knowledge/widely known/known to everybody/
四十九日;しじゅうくにち;/(n) a period of morning lasting seven weeks/the forty-ninth day (after someone's death)/memorial service held on the forty-ninth day after the death of someone/
注文相撲;ちゅうもんずもう;/(n) a sumo bout that goes according to a wrestler's strategy/a match that goes according to one's plan/
内剛外柔;ないごうがいじゅう;/(n) being gentle on the outside but tough on the inside/an iron hand in a velvet glove/
十字砲火;じゅうじほうか;/(n) cross fire/(drawing) a barrage of (flak, criticism) (from)/
訴求効果;そきゅうこうか;/(n) customer appeal/the power to appeal to customers/
女中奉公;じょちゅうぼうこう;/(n) domestic service/working as a housemaid/
一芸入試;いちげいにゅうし;/(n) entrance exam for a university giving preference to persons who excel in one special field (skill)/one-talent oriented entrance examination/
成功報酬;せいこうほうしゅう;/(n) fee contingent upon success/contingency fee/completion bonus/
四柱推命;しちゅうすいめい;/(n) Four Pillar astrology/originally Chinese method of fortune-telling based on the time, date, month and year of a person's birth/
困苦窮乏;こんくきゅうぼう;/(n) hardships and privations/
中道左派;ちゅうどうさは;/(n) left-of-center faction (group)/
嫁入道中;よめいりどうちゅう;/(n) nuptial procession/
人道蹂躙;じんどうじゅうりん;/(n) outrage against humanity/
花魁道中;おいらんどうちゅう;/(n) parade of oiran (licensed high-class prostitutes) in the Yoshikawa pleasure district of Edo/
真相究明;しんそうきゅうめい;/(n) probe into the truth (of the matter)/dig into the real facts of the case/get at the root of a matter/
奥山放獣;おくやまほうじゅう;/(n) relocation of wild animals to a remote location/
中道右派;ちゅうどううは;/(n) right-of-center faction (group)/
道中無事;どうちゅうぶじ;/(n) safe journey/
牛歩戦術;ぎゅうほせんじゅつ;/(n) snail's-pace tactics/snail's-pace shuffling walk adopted by opposition members of the Diet (parliament) as a tactic for stalling a vote/
二十四気;にじゅうしき;/(n) the 24 seasonal divisions of a year in the old lunar calendar/
五十音順;ごじゅうおんじゅん;/(n) the order of the Japanese syllabary/kana order/(in) a-i-u-e-o order/
外剛内柔;がいごうないじゅう;/(n) tough on the outside but soft at heart/faint-hearted person pretending to be brave/
下方修正;かほうしゅうせい;/(n,vs) downward adjustment/downward revision/
措置入院;そちにゅういん;/(n,vs) involuntary admission (commitment) (to a mental hospital)/
軌道修正;きどうしゅうせい;/(n,vs) orbital adjustment/mid-course correction/modification (of a planned course of action)/changing horses midstream/
周到綿密;しゅうとうめんみつ;/(n,adj-na) extremely complete (thorough, careful) and detailed/
因習道徳;いんしゅうどうとく;/(n) conventional morality (morals)/
旧弊打破;きゅうへいだは;"/(n) breaking down antiquated notions/abandoning old-time ways; correcting long- standing abuses/"
旧幕時代;きゅうばくじだい;/(n) the shogunate period/the days of the shogunate regime/
弓馬刀槍;きゅうばとうそう;"/(n) archery, horsemanship, spearsmanship, and swordsmanship; martial arts in general/"
恒久不変;こうきゅうふへん;/(n) permanent and immutable/
臭気芬芬;しゅうきふんぷん;/(adj-t,adv-to) giving off a foul odor/the air being heavy with an offensive smell/
俗臭芬々;ぞくしゅうふんぷん;/(adj-t,adv-to) of low (vulgar) taste/lacking class/
秋風落莫;しゅうふうらくばく;/(n) forlorn and helpless/lonely and desolate/
集中砲火;しゅうちゅうほうか;/(n) concentrated fire/(drawing) intensive fire (flak, criticism) (from)/
鳩首協議;きゅうしゅきょうぎ;/(n,vs) put heads together and confer/convene and discuss/go into a huddle (over)/
十分条件;じゅうぶんじょうけん;/(n) a sufficient condition/
精神修養;せいしんしゅうよう;"/(n,vs) moral (spiritual) improvement/practice mental training; cultivate one's mind (soul)/"
巻土重来;けんどじゅうらい;/(n) (kendojuurari/kendochourai)recouping one's strength for a renewed attack (on)/making another attempt with redoubled efforts/
各種各様;かくしゅかくよう;/(n) individual (different) ways of doing things/being different (varied) for each item (type)/
減点主義;げんてんしゅぎ;/(n) demerit (points-off) system/
漸進主義;ぜんしんしゅぎ;"/(n) gradualism/incrementalism/the ""slow and steady"" approach (principle)/"
大国主義;たいこくしゅぎ;/(n) policy favoring major powers/policy of the Great Powers that is favorable to themselves/
